,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
1138,1167,0,0,1,3,0,4,3,645.0,0.0,1,6,0.0,0.0,4,270.0,1,2,2,4,216,1,3,11,12,4,2,1,0,1,0,495.0,2.0,5,3,5,5,1972.0,1167,0,1,4,2,1,3,3,0,8731,4,98.0,0,0,6,3,0.0,3,1,0,7,3,0,4,5,2,0,3,0,1,4,8,126,1,6,915.0,0,1920,1950,1
1139,952,0,0,1,2,0,4,2,852.0,0.0,0,6,1.0,0.0,4,100.0,1,2,2,4,0,4,3,6,6,4,3,0,1,1,6,840.0,2.0,5,3,5,5,1988.0,952,0,1,4,2,1,3,3,0,7350,0,60.0,3,0,5,3,0.0,3,1,0,8,12,0,6,5,2,0,3,0,1,0,0,0,1,4,952.0,0,1951,1951,2
1140,1088,780,0,1,4,0,4,3,381.0,0.0,0,6,1.0,0.0,4,399.0,1,4,2,4,0,2,3,9,10,4,5,1,1,2,6,484.0,2.0,5,3,5,1,1976.0,1868,1,1,0,5,1,2,3,0,10304,1,80.0,0,0,10,3,44.0,2,1,0,1,14,96,6,5,2,0,3,0,1,4,8,0,1,9,780.0,448,1976,1976,3
1141,1466,1362,0,1,4,0,4,1,1150.0,0.0,2,6,1.0,0.0,0,316.0,1,2,2,4,0,4,2,12,13,4,5,1,2,3,6,1052.0,3.0,5,2,5,3,2006.0,2828,0,1,0,5,1,2,3,0,9965,4,77.0,3,0,10,3,340.0,4,1,0,6,5,144,4,8,2,0,3,0,3,5,6,0,1,11,1466.0,125,2006,2007,1
1142,1006,0,0,1,3,0,4,3,288.0,0.0,2,6,0.0,0.0,4,718.0,1,2,2,4,0,4,3,13,10,4,3,0,1,1,6,0.0,0.0,3,1,3,6,0.0,1006,0,1,4,2,1,3,3,0,9000,4,72.0,3,0,5,3,0.0,3,1,0,9,19,24,2,5,2,0,3,0,1,4,8,0,1,5,1006.0,0,1959,1959,2
1143,672,252,0,1,2,1,4,3,348.0,0.0,1,6,1.0,0.0,2,324.0,0,2,2,0,0,1,3,8,8,2,3,0,0,1,6,280.0,1.0,5,3,5,5,1941.0,924,0,3,1,0,1,1,3,0,12180,4,60.0,3,0,4,3,0.0,3,1,0,9,7,0,3,4,2,0,3,0,1,4,8,0,1,5,672.0,0,1941,1950,4
1144,1042,534,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,1042.0,1,2,2,4,0,4,3,8,8,4,2,1,0,1,6,225.0,1.0,5,3,5,5,1928.0,1576,0,1,0,0,1,3,3,0,6240,4,52.0,3,0,9,4,0.0,3,1,0,10,3,0,5,5,2,0,3,0,1,3,8,0,1,8,1042.0,0,1928,1950,0
1145,1298,0,0,1,3,0,4,3,1258.0,0.0,2,6,1.0,0.0,2,40.0,1,2,2,4,0,4,2,13,15,4,5,1,1,2,6,403.0,2.0,5,3,5,1,1985.0,1298,0,1,4,2,1,2,3,0,11200,4,67.0,3,0,5,3,85.0,2,1,0,7,20,26,4,6,2,0,3,0,1,4,8,0,1,5,1298.0,165,1985,1985,0
1146,860,704,0,1,3,0,4,3,275.0,0.0,5,6,0.0,0.0,4,429.0,1,2,2,4,0,4,3,8,8,4,2,1,1,1,6,234.0,1.0,5,3,5,1,1941.0,1564,1,1,0,5,1,1,0,0,12000,4,75.0,3,0,11,3,0.0,3,1,0,9,6,0,6,7,2,0,3,0,1,4,8,0,1,7,704.0,0,1941,1950,3
1147,572,539,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,572.0,1,2,2,4,176,4,3,13,14,4,2,1,2,1,6,288.0,1.0,5,3,5,5,1982.0,1111,0,1,4,0,1,3,3,0,5700,4,60.0,3,0,9,4,0.0,3,1,0,10,17,0,6,7,2,0,3,0,1,4,8,0,1,5,572.0,0,1926,1950,2
1148,832,650,0,1,3,0,4,3,624.0,0.0,0,6,0.0,1.0,4,26.0,1,0,2,4,0,2,3,12,13,4,3,0,2,1,6,324.0,2.0,5,3,5,5,1930.0,1482,0,1,0,5,1,3,3,0,9000,4,50.0,3,0,11,4,0.0,3,1,0,9,17,0,8,7,2,0,3,0,3,4,8,0,1,7,650.0,0,1920,1988,3
1149,932,0,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,932.0,1,2,2,0,214,4,3,3,3,0,2,1,1,1,6,306.0,1.0,5,3,5,1,1950.0,932,0,1,0,2,1,2,3,0,8280,4,57.0,0,0,5,3,0.0,3,1,0,2,12,0,4,6,2,0,3,0,1,4,8,0,1,4,932.0,0,1950,1950,1
1150,1466,0,0,1,3,0,4,3,176.0,0.0,1,6,0.0,0.0,4,1290.0,1,2,2,4,0,4,3,6,10,4,2,2,1,1,6,528.0,2.0,5,0,5,1,1959.0,1466,1,1,4,2,1,1,3,0,17755,4,134.0,3,0,5,3,132.0,2,1,0,2,7,140,3,5,2,0,3,0,1,4,8,100,1,6,1466.0,0,1959,1959,0
1151,1811,0,0,1,2,0,4,3,296.0,547.0,0,2,0.0,0.0,4,230.0,1,2,2,4,280,4,3,10,11,4,2,1,2,1,6,470.0,2.0,5,0,5,1,1956.0,1811,0,1,0,2,1,0,3,0,14115,4,90.0,0,0,5,3,0.0,3,1,0,9,6,0,6,6,2,0,3,0,1,0,8,0,1,6,1073.0,0,1956,2004,0
1152,816,0,0,1,2,0,4,0,538.0,0.0,0,6,0.0,0.0,4,278.0,1,2,2,4,96,2,2,13,14,4,3,0,0,1,6,432.0,1.0,5,3,5,5,2002.0,816,0,1,0,2,1,3,3,0,5890,0,60.0,3,0,6,4,0.0,3,1,0,8,9,0,7,6,2,0,3,0,1,4,8,0,1,5,816.0,0,1930,2007,2
1153,902,918,0,1,4,0,4,1,454.0,0.0,0,6,0.0,0.0,4,410.0,1,2,2,4,0,4,3,12,13,0,2,2,1,1,6,492.0,2.0,5,3,5,1,1965.0,1820,2,1,4,5,1,2,3,0,13700,4,73.0,0,0,10,3,288.0,4,1,0,7,12,84,5,7,2,0,3,0,1,4,8,273,1,8,864.0,60,1965,1988,2
1154,1437,0,0,1,3,0,4,1,1157.0,0.0,0,6,1.0,0.0,2,280.0,1,2,2,4,0,2,2,9,10,4,1,1,1,2,6,528.0,2.0,5,2,5,1,1976.0,1437,0,1,4,2,1,2,3,0,10768,0,90.0,0,0,5,3,0.0,3,1,0,9,24,21,7,5,2,0,3,0,1,4,8,180,1,6,1437.0,0,1976,2004,1
1155,1265,0,96,1,3,0,4,1,633.0,0.0,0,6,0.0,1.0,4,586.0,1,2,2,4,0,2,3,3,3,2,2,1,2,2,6,502.0,2.0,5,2,5,1,1965.0,1265,0,1,2,7,1,2,3,0,9350,4,85.0,3,0,13,3,0.0,3,1,0,1,12,92,7,5,2,0,3,0,1,4,8,0,1,6,1219.0,0,1965,1999,2
1156,1314,0,0,1,2,3,4,3,904.0,0.0,2,6,1.0,0.0,2,410.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,626.0,2.0,5,2,5,1,2008.0,1314,0,1,0,2,1,2,3,0,5001,4,34.0,0,0,0,3,166.0,4,1,0,9,16,62,4,7,2,0,3,0,1,4,8,0,1,6,1314.0,172,2007,2008,3
1157,1580,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1580.0,1,1,2,4,0,4,2,12,13,4,3,0,2,2,6,830.0,3.0,5,2,5,1,2008.0,1580,0,1,0,2,1,2,3,0,11932,2,92.0,3,0,5,3,186.0,4,1,0,8,21,24,4,8,2,0,3,0,1,5,3,0,1,7,1580.0,0,2007,2008,2
1158,943,933,0,1,4,0,4,3,442.0,0.0,0,6,0.0,0.0,4,459.0,1,2,2,4,0,4,2,6,6,4,5,1,1,2,6,540.0,2.0,5,2,2,1,1974.0,1876,1,1,4,5,1,2,3,0,9120,4,76.0,3,0,10,3,270.0,2,1,0,9,14,69,5,6,2,0,3,0,3,4,8,0,1,8,901.0,0,1974,1974,2
1159,855,601,0,1,3,3,4,3,311.0,0.0,0,6,0.0,0.0,2,544.0,1,2,2,4,0,4,3,9,2,4,5,1,1,2,6,440.0,2.0,5,3,5,1,1978.0,1456,1,1,1,5,1,3,3,0,2280,4,24.0,3,0,2,3,0.0,3,1,0,9,13,0,4,6,2,0,3,0,1,4,8,0,1,7,855.0,26,1978,1978,4
1160,1640,0,216,1,3,0,4,3,728.0,0.0,1,6,1.0,0.0,4,568.0,1,4,2,4,0,4,2,6,6,4,2,1,1,1,6,924.0,2.0,5,3,5,5,1993.0,1640,0,1,0,2,1,2,2,0,14778,1,70.0,0,0,5,3,72.0,2,1,0,2,6,0,6,6,2,0,3,0,3,4,8,0,1,7,1296.0,108,1954,2006,2
1161,894,0,0,1,3,0,4,3,492.0,0.0,1,6,0.0,0.0,2,402.0,1,2,2,4,0,4,3,12,13,4,4,1,1,1,6,450.0,2.0,5,0,5,1,1968.0,894,0,1,2,2,1,3,3,0,8724,4,109.0,3,0,5,3,0.0,3,1,0,7,19,0,4,5,2,0,3,0,1,4,8,0,1,5,894.0,0,1968,1968,1
1162,1258,0,0,1,0,2,4,0,1198.0,0.0,2,6,2.0,0.0,2,0.0,1,1,2,4,0,4,3,9,10,4,3,0,1,0,6,400.0,2.0,5,3,1,4,1969.0,1258,2,1,4,6,2,3,3,0,12900,4,60.0,3,0,15,3,0.0,3,1,0,0,19,0,3,4,2,0,3,0,1,2,8,0,1,6,1198.0,120,1969,1969,2
1163,1432,0,0,1,2,0,4,1,680.0,391.0,0,5,1.0,0.0,2,289.0,1,1,2,4,0,4,3,9,10,4,5,1,2,1,6,588.0,2.0,5,3,5,1,1978.0,1432,1,1,0,7,1,2,3,0,16157,2,80.0,0,0,13,3,0.0,3,1,0,8,24,180,6,5,2,0,3,0,1,4,8,0,1,5,1360.0,168,1978,1978,1
1164,1502,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1502.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,6,644.0,2.0,5,2,5,1,2009.0,1502,0,1,0,2,1,2,3,0,9541,4,79.0,0,0,5,3,268.0,4,1,0,11,16,114,4,7,2,0,3,0,1,5,6,0,1,7,1502.0,0,2009,2009,3
1165,1694,0,0,1,3,0,4,0,0.0,0.0,6,6,0.0,0.0,2,1694.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,6,776.0,3.0,5,2,5,1,2008.0,1694,0,1,0,2,1,2,3,0,10475,0,64.0,0,0,5,3,72.0,4,1,0,4,5,33,4,8,2,0,3,0,1,4,8,0,1,7,1694.0,160,2008,2008,4
1166,959,712,0,1,3,0,4,3,786.0,0.0,2,6,1.0,0.0,2,173.0,1,6,2,4,0,4,3,12,13,4,5,1,2,2,6,472.0,2.0,5,0,5,1,2000.0,1671,1,1,0,5,1,3,3,0,10852,4,58.0,0,0,10,3,0.0,3,1,0,4,8,38,4,6,2,0,3,0,1,4,8,0,1,7,959.0,0,2000,2000,0
1167,1236,872,0,1,4,0,4,3,626.0,0.0,5,6,0.0,0.0,4,501.0,1,2,2,4,0,4,3,11,12,4,5,2,1,2,6,540.0,2.0,5,3,5,2,1935.0,2108,0,1,0,5,1,2,3,0,13728,0,120.0,3,0,11,3,0.0,3,1,0,9,7,0,6,6,2,0,3,0,3,4,8,90,1,7,1127.0,0,1935,1986,2
1168,1831,1796,0,1,4,0,4,1,1387.0,0.0,2,6,1.0,0.0,0,543.0,1,2,2,4,0,2,2,6,6,4,5,1,2,3,6,807.0,3.0,5,0,5,1,1995.0,3627,1,1,0,5,1,2,3,0,35760,1,118.0,0,0,10,3,1378.0,2,1,0,9,15,76,4,10,2,0,3,0,3,4,8,0,1,10,1930.0,361,1995,1996,0
1169,1118,0,0,1,3,0,4,0,522.0,0.0,0,6,1.0,0.0,4,574.0,1,2,2,4,0,4,3,9,10,0,4,1,1,1,6,358.0,1.0,5,0,5,1,1977.0,1118,0,1,4,7,1,3,3,0,9880,4,76.0,3,0,13,3,0.0,3,1,0,9,11,0,5,6,2,576,2,0,1,4,8,0,1,6,1096.0,203,1977,1977,2
1170,1261,0,0,1,3,0,4,3,662.0,0.0,0,6,1.0,0.0,4,599.0,1,2,2,4,0,4,3,8,8,4,5,1,1,1,6,433.0,2.0,5,2,5,1,1958.0,1261,0,1,0,2,1,3,3,0,9120,4,76.0,3,0,5,3,0.0,3,3,1400,2,12,0,5,6,2,0,3,0,3,4,8,288,1,6,1261.0,0,1958,1958,2
1171,625,625,0,2,2,4,4,3,0.0,0.0,6,6,0.0,0.0,2,625.0,1,2,2,4,0,4,2,8,8,4,3,0,2,2,6,625.0,2.0,5,0,5,5,2006.0,1250,1,1,0,5,1,2,3,0,4017,4,35.0,0,0,2,1,0.0,3,1,0,5,21,54,4,7,2,0,3,0,1,4,8,0,1,5,625.0,0,2006,2007,2
1172,1636,971,0,1,3,0,4,3,152.0,469.0,5,1,0.0,0.0,4,977.0,1,2,2,4,0,4,3,8,8,2,2,1,1,3,0,0.0,0.0,3,1,3,6,0.0,3086,0,1,4,0,1,0,0,0,18030,4,138.0,0,479,9,3,0.0,3,1,0,5,4,0,5,5,2,0,3,0,1,4,8,0,1,12,1598.0,122,1946,1994,1
1173,1170,1175,0,1,4,0,4,3,503.0,0.0,5,6,0.0,0.0,2,449.0,1,2,2,4,0,4,3,13,14,4,2,1,0,2,6,360.0,2.0,5,3,5,5,1932.0,2345,1,1,4,5,1,3,3,0,16560,4,80.0,0,0,11,3,0.0,3,1,0,9,6,0,7,6,2,0,3,0,1,4,8,0,1,9,952.0,0,1932,1950,0
1174,2129,743,0,1,4,0,4,3,700.0,0.0,2,6,0.0,0.0,2,983.0,1,2,2,4,0,4,2,6,6,4,5,1,2,2,6,541.0,2.0,5,0,5,1,1992.0,2872,1,1,0,0,1,2,3,0,10678,4,85.0,3,0,9,3,337.0,2,1,0,6,15,33,4,8,2,0,3,0,3,4,8,0,1,9,1683.0,0,1992,2000,1
1175,923,0,0,1,3,0,4,3,658.0,0.0,0,6,1.0,0.0,4,218.0,1,2,2,4,0,4,3,6,10,2,3,0,1,1,6,264.0,1.0,5,3,5,1,1984.0,923,0,1,4,2,1,3,3,0,6951,1,37.0,0,0,5,3,0.0,3,1,0,1,11,0,4,5,2,0,3,0,1,4,8,0,1,5,876.0,362,1984,1985,2
1176,818,406,0,0,3,0,4,3,468.0,0.0,5,6,0.0,0.0,4,350.0,1,0,2,4,116,4,3,8,8,4,3,0,1,1,6,210.0,1.0,5,3,5,5,1926.0,1224,0,1,4,0,1,3,0,0,3950,4,60.0,3,0,9,4,0.0,3,1,0,3,17,0,7,6,0,0,3,0,1,4,8,0,1,5,818.0,0,1926,2004,3
1177,820,523,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,731.0,1,2,2,4,102,4,3,13,14,4,2,1,0,1,6,186.0,1.0,5,3,1,5,1921.0,1343,1,1,0,0,1,3,3,0,7681,2,54.0,0,0,9,3,0.0,3,1,0,9,6,0,5,5,2,0,3,0,1,4,8,0,1,7,731.0,192,1921,1950,3
1178,1124,0,0,1,3,0,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,1,2,2,4,190,4,3,13,14,4,2,1,3,1,3,0.0,0.0,3,1,3,6,0.0,1124,0,1,2,2,1,3,3,0,8335,0,77.0,3,0,5,3,0.0,3,1,0,6,7,36,4,5,0,0,3,0,1,4,8,0,1,5,0.0,0,1954,1954,0
1179,1298,1216,0,1,4,0,4,3,1216.0,0.0,3,6,0.0,0.0,2,0.0,1,2,2,4,0,4,3,8,8,0,3,0,5,2,6,693.0,2.0,5,0,5,1,1990.0,2514,1,1,0,5,1,3,3,0,11170,0,82.0,1,0,10,3,0.0,3,1,0,6,23,0,4,7,2,0,3,0,1,4,8,0,1,8,1216.0,0,1990,1991,0
1180,1652,0,153,1,2,4,4,1,1480.0,0.0,2,6,1.0,1.0,0,120.0,1,2,2,4,0,4,0,5,5,4,2,1,2,2,6,482.0,2.0,5,0,5,1,2008.0,1652,0,1,0,2,1,2,1,1,5587,4,64.0,0,0,0,4,186.0,4,1,0,2,6,53,4,8,2,0,3,0,3,5,6,0,1,5,1600.0,162,2008,2008,2
1181,2411,2065,0,1,4,0,4,0,2096.0,0.0,2,6,1.0,0.0,0,300.0,1,2,2,4,0,4,2,13,7,2,5,2,2,3,6,813.0,3.0,5,0,5,1,1996.0,4476,1,1,0,5,1,0,3,0,15623,0,160.0,0,0,10,3,0.0,3,1,0,9,15,78,4,10,2,555,0,0,3,0,8,0,1,10,2396.0,171,1996,1996,1
1182,1130,0,0,0,2,0,4,3,821.0,0.0,5,6,1.0,0.0,4,299.0,1,2,2,4,0,4,3,11,12,4,2,1,0,1,6,720.0,2.0,5,3,5,5,1970.0,1130,0,1,0,2,1,3,3,0,10800,4,60.0,3,0,6,3,0.0,3,1,0,8,17,0,5,5,2,0,3,0,3,4,8,0,1,5,1120.0,229,1920,1950,0
1183,1572,0,0,1,3,0,4,1,1159.0,0.0,5,6,1.0,0.0,4,413.0,1,2,2,4,0,4,3,8,8,4,5,2,1,1,6,995.0,3.0,5,2,5,0,1963.0,1572,1,1,2,2,1,3,3,1,35133,4,50.0,3,0,5,3,226.0,2,1,0,7,23,263,3,5,2,0,3,0,3,4,8,263,0,5,1572.0,0,1963,1963,1
1184,949,272,0,1,4,0,4,3,392.0,0.0,1,6,1.0,0.0,4,392.0,1,2,2,4,236,2,3,0,0,4,3,0,0,1,6,392.0,1.0,5,3,5,1,1965.0,1221,0,1,2,0,1,3,3,0,9738,4,60.0,3,0,9,3,0.0,3,1,0,5,7,0,6,5,2,0,3,0,1,4,8,0,1,7,784.0,0,1924,1950,0
1185,1014,685,0,1,3,1,4,2,440.0,0.0,1,6,1.0,0.0,1,538.0,1,0,0,4,0,4,3,6,6,4,3,0,1,2,6,420.0,2.0,1,3,1,4,1920.0,1699,0,1,4,5,2,3,0,1,10615,0,107.0,0,0,4,3,0.0,3,1,0,10,17,74,4,3,2,0,3,0,1,0,8,0,1,7,978.0,0,1900,1970,3
1186,1624,0,0,1,2,0,4,3,1456.0,0.0,2,6,1.0,0.0,2,168.0,1,2,2,4,192,4,2,7,7,0,1,1,2,2,6,757.0,3.0,5,2,5,1,1994.0,1624,0,1,0,2,1,2,3,0,12461,0,89.0,3,0,5,3,0.0,3,1,0,9,15,114,4,8,2,0,3,0,1,4,8,0,1,5,1624.0,0,1994,1995,0
1187,831,829,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,831.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,6,493.0,2.0,5,2,5,1,2002.0,1660,1,1,0,5,1,2,3,0,8935,4,68.0,0,0,10,3,95.0,2,1,0,9,5,68,4,7,2,0,3,0,1,4,8,0,1,7,831.0,144,2002,2002,3
1188,1028,776,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,994.0,1,2,2,4,0,4,3,12,13,4,5,1,2,2,6,442.0,2.0,5,0,5,1,1999.0,1804,1,1,2,5,1,2,3,0,7500,4,60.0,3,0,10,3,0.0,3,1,0,8,8,60,4,7,2,0,3,0,1,4,8,0,1,7,994.0,140,1999,1999,4
1189,1622,0,0,1,3,1,4,0,1159.0,0.0,1,6,1.0,0.0,4,90.0,1,2,2,4,0,2,3,8,8,4,5,1,1,1,6,1356.0,4.0,5,0,5,0,1975.0,1622,0,1,0,2,1,3,2,1,32463,4,74.0,3,0,4,3,149.0,4,1,0,5,11,0,3,4,2,0,3,0,1,4,8,0,1,7,1249.0,439,1961,1975,1
1190,764,677,0,2,2,3,4,3,0.0,0.0,6,6,0.0,0.0,2,776.0,1,2,2,4,0,4,2,8,8,4,3,0,2,2,6,492.0,2.0,5,3,5,5,1999.0,1441,1,1,0,5,1,2,3,0,2645,4,24.0,3,0,2,1,456.0,2,1,0,2,21,0,4,8,2,0,3,0,1,4,8,0,1,5,776.0,206,1999,2000,1
1191,842,630,0,0,3,0,4,2,0.0,0.0,6,6,0.0,0.0,4,702.0,1,2,2,4,84,4,3,12,13,1,3,0,2,1,6,250.0,1.0,1,3,5,5,1925.0,1472,0,1,2,0,1,2,3,0,9600,4,60.0,3,0,9,4,0.0,3,1,0,9,17,0,7,5,1,0,3,0,2,4,8,0,1,6,702.0,0,1925,1994,1
1192,1224,0,0,1,2,4,4,3,883.0,0.0,2,6,1.0,0.0,0,341.0,1,2,2,4,0,4,3,12,13,4,3,0,2,2,6,402.0,2.0,5,0,5,1,1999.0,1224,0,1,0,2,1,3,3,0,4500,2,74.0,3,0,0,4,425.0,2,1,0,8,11,304,4,6,2,0,3,0,3,4,8,0,1,5,1224.0,0,1999,1999,3
1193,663,689,0,1,4,0,4,3,371.0,0.0,0,6,0.0,0.0,4,292.0,1,2,2,4,0,4,3,6,6,2,3,0,1,1,6,299.0,1.0,5,0,5,1,1969.0,1352,1,1,4,5,1,3,3,0,9364,0,80.0,3,0,10,3,143.0,4,1,0,5,19,36,6,6,2,0,3,0,1,4,8,0,1,7,663.0,379,1969,1969,4
1194,728,728,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,728.0,1,2,2,4,0,4,3,12,13,4,3,0,2,2,6,400.0,2.0,5,0,5,1,2005.0,1456,1,1,0,5,1,2,3,0,8029,4,51.0,0,0,10,3,0.0,3,1,0,9,8,24,4,6,2,0,3,0,1,4,8,0,1,8,728.0,100,2005,2005,2
1195,879,984,0,1,4,0,4,0,0.0,0.0,6,6,0.0,0.0,2,879.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,660.0,3.0,5,0,5,3,2006.0,1863,1,1,0,5,1,2,3,0,14054,4,58.0,0,0,10,3,0.0,3,1,0,2,8,17,4,7,2,0,3,0,1,5,6,0,1,9,879.0,100,2006,2006,0
1196,815,875,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,815.0,1,2,2,4,330,4,3,8,8,4,2,1,0,1,6,225.0,1.0,5,3,5,5,1916.0,1690,0,1,0,4,1,3,0,0,8850,0,65.0,0,0,12,4,0.0,3,1,0,9,17,0,5,7,2,0,3,0,1,4,5,0,1,7,815.0,0,1916,1950,0
1197,1212,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1212.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,6,573.0,2.0,5,2,5,1,2001.0,1212,0,1,0,2,1,2,3,0,9100,4,70.0,3,0,5,3,0.0,3,1,0,8,5,0,4,7,2,0,3,0,1,4,8,0,1,6,1212.0,356,2001,2001,3
1198,1382,0,0,1,3,0,4,3,547.0,0.0,5,6,0.0,0.0,4,504.0,1,2,2,4,0,4,3,6,6,4,4,1,1,1,6,459.0,2.0,5,3,5,1,1974.0,1382,1,1,2,2,1,3,3,0,11235,4,75.0,3,0,5,3,51.0,2,1,0,1,19,82,4,4,2,0,3,0,1,4,8,0,1,6,1051.0,0,1963,1979,0
1199,864,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,864.0,1,2,2,4,0,4,3,8,8,4,3,0,1,1,6,280.0,1.0,5,3,5,1,1972.0,864,0,1,2,2,1,3,3,0,9353,4,71.0,3,0,5,3,0.0,3,3,0,9,12,0,4,4,2,0,3,0,1,0,7,0,1,5,864.0,0,1970,1970,0
1200,866,913,0,1,3,0,4,0,0.0,0.0,6,6,0.0,0.0,2,866.0,1,2,2,4,0,4,3,12,13,4,3,0,2,2,6,546.0,2.0,5,2,5,1,1998.0,1779,1,1,0,5,1,2,3,0,10400,0,80.0,3,0,10,3,0.0,3,1,0,5,5,36,4,7,2,0,3,0,1,4,8,0,1,6,866.0,198,1998,1998,3
1201,884,464,0,1,3,0,4,3,0.0,0.0,6,6,1.0,0.0,4,884.0,1,2,2,4,208,4,3,13,14,4,1,1,0,1,6,216.0,1.0,5,3,5,5,1960.0,1348,0,1,0,0,1,3,3,0,6000,0,50.0,3,0,9,4,0.0,3,1,0,7,3,0,7,5,0,0,3,0,1,4,8,0,1,5,884.0,0,1925,1997,3
1202,1630,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1630.0,1,2,2,4,0,4,2,12,13,4,5,1,2,2,6,451.0,2.0,5,3,5,1,2000.0,1630,0,1,0,2,1,2,3,0,9750,4,75.0,3,0,5,3,171.0,2,1,0,1,5,234,4,7,2,0,3,0,1,4,8,0,1,6,1630.0,74,2000,2001,3
1203,1074,0,0,1,3,0,4,3,788.0,0.0,0,6,1.0,0.0,2,268.0,1,2,2,4,0,4,3,6,6,2,3,0,1,1,6,495.0,2.0,5,2,5,1,1975.0,1074,1,1,0,2,1,3,3,0,10140,4,78.0,3,0,5,3,0.0,3,1,0,9,14,88,5,5,2,0,3,0,1,4,8,0,1,6,1056.0,0,1975,1975,0
1204,2196,0,0,1,3,0,4,2,485.0,177.0,0,1,0.0,0.0,2,1496.0,1,2,2,4,0,4,2,6,6,4,5,1,1,2,6,701.0,3.0,5,2,5,1,1990.0,2196,0,1,2,2,1,2,3,0,14684,1,90.0,0,0,5,3,234.0,2,1,0,8,20,70,6,7,2,0,3,0,3,4,8,0,1,7,2158.0,84,1990,1991,3
1205,1056,0,0,1,2,0,4,3,1056.0,0.0,5,6,1.0,0.0,4,0.0,1,2,2,4,0,4,3,6,6,2,3,0,1,1,6,384.0,1.0,5,3,5,5,1966.0,1056,0,1,4,2,1,3,3,0,8900,4,67.0,3,0,5,2,0.0,3,1,0,2,20,42,3,4,2,0,3,0,1,4,8,0,1,5,1056.0,0,1966,1966,0
1206,1700,0,0,1,3,0,4,0,340.0,0.0,2,6,1.0,0.0,2,1342.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,6,544.0,2.0,5,2,5,1,2003.0,1700,0,1,0,2,1,2,3,0,9135,4,70.0,3,0,5,3,120.0,2,1,0,7,5,23,4,6,2,0,3,0,1,4,8,0,1,7,1682.0,192,2003,2003,0
1207,1283,0,0,1,3,0,4,3,504.0,108.0,5,1,1.0,0.0,4,319.0,1,2,2,4,0,2,3,8,8,4,3,0,1,1,6,506.0,2.0,5,3,5,5,1980.0,1283,0,1,4,2,1,3,3,0,7763,4,70.0,3,0,5,3,0.0,3,1,0,1,12,0,6,5,2,0,3,0,1,4,8,0,1,6,931.0,0,1962,1980,2
1208,1660,0,0,1,3,0,4,2,1220.0,0.0,2,6,1.0,0.0,0,440.0,1,8,2,4,0,4,2,12,13,4,2,1,2,2,6,500.0,2.0,5,2,5,1,2006.0,1660,0,1,0,2,1,2,3,0,10182,1,85.0,0,0,5,3,420.0,4,1,0,7,21,50,4,8,2,0,3,0,3,5,6,0,1,8,1660.0,322,2006,2006,0
